mer_ID,budget,"loc_list
"
4939,100,"330
"
6731,100,"80
"
8523,100,"157
"
844,100,"358
"
2636,100,"63
"
4428,515,"21:324:49
"
9804,100,"31
"
333,100,"184
"
2125,100,"337:254
"
5709,100,"73
"
9293,593,"272
"
1614,100,"445
"
2895,100,"339
"
4687,100,"108
"
8271,182,"17
"
592,100,"152
"
9552,100,"441
"
81,100,"313
"
1873,100,"461
"
5457,853,"482
"
7249,100,"6
"
9041,100,"358
"
1362,100,"162
"
3154,318,"114
"
4946,100,"143
"
8530,296,"495
"
851,100,"360
"
4435,100,"372
"
9811,100,"360
"
340,100,"322
"
2132,100,"132
"
3924,100,"111
"
7508,671,"272
"
9300,100,"378
"
1621,100,"21
"
5205,100,"327
"
6997,100,"41
"
8789,100,"100
"
6486,100,"6
"
8278,100,"99
"
599,156,"253
"
2391,10707,"155:209:44:129:480:339
"
4183,100,"213
"
5975,194,"167
"
9559,100,"358
"
88,127,"169:49
"
1880,4902,"84:360:287:308
"
5464,100,"20
"
7256,344,"245
"
9048,100,"172
"
1369,100,"360
"
6745,100,"468
"
8537,5380,"410
"
858,100,"114
"
2650,100,"446
"
4442,100,"378
"
8026,1237,"76
"
2139,100,"307
"
3931,100,"30
"
5723,100,"93
"
7515,100,"88
"
9307,100,"360
"
3420,100,"349
"
5212,100,"6
"
7004,100,"352
"
8796,100,"152
"
1117,100,"6
"
8285,100,"360
"
606,339,"454
"
4190,100,"15
"
7774,100,"238
"
95,100,"366
"
1887,100,"322
"
3679,100,"358
"
5471,100,"368
"
7263,100,"106
"
9055,287,"372
"
3168,100,"25
"
4960,100,"230
"
6752,100,"135
"
2657,152,"245
"
4449,233,"182
"
8033,315,"214
"
9825,100,"78
"
354,100,"216
"
2146,100,"277
"
3938,100,"448
"
7522,100,"125
"
9314,100,"174
"
1635,100,"143
"
3427,689,"195
"
8803,100,"164
"
1124,100,"91
"
8292,100,"317
"
613,1024,"378
"
4197,100,"52
"
5989,100,"245
"
102,558,"423
"
5478,100,"193
"
7270,100,"83
"
9062,100,"216
"
1383,100,"60
"
3175,100,"358
"
4967,100,"325
"
4456,6459,"462:270:315:406:92
"
6248,100,"124
"
9832,100,"6
"
361,100,"468
"
2153,100,"366
"
5737,100,"6
"
9321,100,"347
"
1642,100,"93
"
7018,100,"211
"
1131,100,"358
"
4715,100,"410
"
8299,100,"62
"
620,100,"6
"
2412,100,"315
"
9580,100,"172
"
109,421,"17
"
5485,100,"280
"
9069,100,"404
"
1390,100,"40
"
8558,100,"78
"
879,100,"448
"
8047,100,"214
"
9839,100,"132
"
368,100,"308
"
2160,100,"78
"
5744,462,"18
"
7536,100,"330
"
9328,100,"214
"
1649,100,"34
"
3441,100,"110
"
5233,100,"360
"
7025,100,"22
"
8817,7815,"163:481:253:16:31:64:322:82:109:124:140:410:164:446:482:8:11:17:20:368:380:129:153:159:438:183:495:69:333:360
"
2930,100,"23
"
6514,100,"355
"
627,100,"49
"
2419,1162,"348:190
"
9587,100,"15
"
116,1026,"360:272:490
"
1908,100,"189
"
3700,100,"474
"
5492,100,"208
"
1397,100,"91
"
4981,100,"211
"
8565,100,"178
"
4470,568,"25
"
6262,100,"242
"
9846,100,"450
"
375,100,"321
"
2167,100,"55
"
3959,100,"76
"
7543,100,"230
"
9335,100,"60
"
3448,490,"52
"
7032,100,"45
"
8824,100,"49
"
1145,100,"6
"
2937,100,"341
"
6521,100,"188
"
634,100,"262
"
7802,100,"323
"
9594,100,"345
"
123,100,"188
"
1915,100,"234
"
5499,100,"402
"
7291,100,"164
"
9083,100,"21
"
1404,100,"197
"
4988,100,"60
"
893,100,"327
"
6269,100,"30
"
8061,100,"162
"
9853,100,"364
"
382,100,"60
"
2174,252,"132
"
3966,100,"83
"
3455,100,"61
"
5247,100,"133
"
8831,100,"457
"
384,100,"72
"
3968,100,"94
"
5760,100,"230
"
1665,100,"348
"
5249,100,"355
"
1154,100,"409
"
6530,100,"178
"
8322,100,"372
"
2435,100,"445
"
4227,100,"33
"
9603,100,"44
"
132,100,"404
"
1924,100,"57
"
3716,100,"33
"
7300,241,"296
"
9092,1337,"129:339:437
"
3205,100,"107
"
4997,100,"339
"
2694,100,"272
"
4486,100,"246
"
9862,100,"50
"
391,100,"337
"
2183,100,"230
"
3975,100,"256
"
9351,100,"345
"
1672,100,"135
"
3464,428,"152
"
5256,100,"214
"
8840,100,"48
"
1161,100,"85
"
2953,137,"67
"
4745,100,"349
"
6537,100,"162
"
650,100,"178
"
2442,418,"265
"
4234,100,"441
"
6026,100,"216
"
7818,100,"79
"
9610,1479,"383
"
139,100,"216
"
1931,100,"135
"
3723,100,"8
"
5515,209,"441
"
5004,100,"256
"
6796,295,"138
"
2701,509,"330
"
4493,100,"86
"
6285,100,"164
"
8077,100,"120
"
398,100,"33
"
2190,100,"174
"
3982,100,"277
"
7566,100,"72
"
9358,100,"189
"
1679,100,"303:148
"
3471,100,"330
"
7055,100,"272
"
8847,100,"162
"
1168,100,"85
"
2960,100,"125
"
8336,100,"81
"
2449,100,"132
"
4241,100,"405
"
6033,100,"114
"
146,100,"162
"
7314,100,"338
"
1427,100,"167
"
6803,1703,"47
"
8084,939,"195
"
9876,100,"254
"
405,100,"340
"
3989,538,"157
"
5781,100,"457
"
9365,100,"56
"
5270,100,"88
"
7062,100,"6
"
8854,100,"398
"
2967,100,"75
"
4759,100,"197
"
6551,100,"417
"
8343,100,"288
"
664,100,"20
"
2456,663,"182:341
"
4248,100,"349
"
9624,100,"216
"
153,100,"190
"
3737,100,"40
"
7321,100,"115
"
8602,100,"382
"
2715,453,"254
"
4507,100,"445
"
6299,100,"51
"
8091,495,"254:348
"
9883,833,"423
"
412,100,"235
"
9372,100,"270
"
1693,100,"364
"
3485,100,"454
"
7069,1065,"33
"
8861,100,"340
"
1182,100,"174
"
2974,100,"33
"
8350,100,"49
"
2463,100,"481
"
4255,100,"316
"
9631,100,"402
"
160,494,"364:162
"
3744,100,"355
"
5536,100,"29
"
7328,581,"395:464:8:38:101:368:177:90:96:394:160
"
1441,100,"355
"
930,100,"75
"
6306,100,"40
"
9890,100,"246
"
419,100,"201
"
7587,100,"468
"
9379,100,"335
"
5284,100,"457
"
2981,100,"349
"
4773,100,"470
"
678,100,"296
"
6054,497,"146:197
"
9638,100,"272
"
167,100,"461
"
3751,100,"490
"
5543,100,"358
"
9127,100,"490
"
3240,100,"349
"
5032,100,"317
"
6824,100,"172
"
937,100,"33
"
2729,100,"132
"
4521,100,"341
"
8105,100,"307
"
426,100,"355
"
2218,100,"461
"
4010,100,"82
"
5802,322,"178
"
7594,100,"249
"
3499,100,"446
"
7083,100,"448
"
8875,100,"345
"
1196,482,"98
"
2988,100,"245
"
8364,100,"78
"
2477,100,"216
"
4269,696,"446:499:349:303:318
"
7853,100,"358
"
9645,100,"349
"
174,2220,"402:52
"
1966,100,"8
"
3758,100,"213
"
7342,100,"207
"
5039,100,"356
"
6831,100,"192
"
8623,100,"80
"
944,100,"217
"
6320,100,"131
"
8112,100,"226
"
433,627,"410
"
2225,100,"21
"
4017,100,"44
"
5809,100,"124
"
1714,100,"165
"
3506,341,"371
"
7090,100,"265
"
2995,100,"372
"
4787,100,"18
"
692,100,"340
"
2484,100,"63
"
6068,100,"334
"
181,100,"340
"
1973,100,"378
"
3765,100,"383
"
5557,100,"453
"
7349,100,"494
"
9141,100,"88
"
6838,100,"390
"
8630,100,"110
"
951,100,"474
"
4535,100,"49
"
6327,100,"112
"
440,550,"189
"
2232,100,"6
"
5816,100,"345
"
9400,100,"88
"
7097,100,"32
"
8889,100,"463
"
8378,1217,"254
"
2491,100,"114
"
9659,100,"300
"
188,100,"85
"
3772,100,"11
"
9148,1819,"192
"
3261,5943,"129:138:480:303:48:339:84:155:437:440:188:455:209:44:362
"
5053,100,"141
"
8637,100,"330
"
958,100,"481
"
4542,100,"6
"
6334,100,"360
"
9918,100,"243
"
447,360,"490
"
4031,100,"6
"
5823,100,"151
"
7615,100,"497
"
9407,100,"109:482
"
1728,100,"121
"
3520,100,"56
"
7104,100,"228
"
1217,100,"468
"
706,100,"368
"
2498,100,"267
"
4290,100,"216
"
7874,100,"337
"
9666,100,"214
"
195,224,"132:249
"
5571,100,"404
"
7363,100,"455
"
3268,100,"102
"
5060,100,"213
"
965,100,"230
"
2757,188,"404
"
9925,100,"47
"
454,100,"396
"
2246,100,"470
"
4038,986,"88
"
5830,683,"337
"
7622,100,"429
"
9414,100,"360
"
1735,100,"124
"
3527,510,"25:254
"
5319,100,"52
"
8903,100,"177:84:378:410:188:446:95:448:40:349
"
6600,416,"340
"
8392,100,"162
"
2505,100,"118
"
4297,181,"491
"
9673,100,"61
"
202,100,"6
"
5578,100,"214
"
7370,100,"223
"
9162,100,"461
"
3275,100,"445
"
6859,100,"348
"
8651,100,"197
"
972,100,"315
"
6348,100,"88
"
9932,100,"178
"
461,100,"88
"
2253,100,"214
"
4045,100,"453
"
5837,100,"17
"
9421,100,"453
"
5326,100,"115
"
7118,1576,"337
"
8910,100,"30
"
1231,100,"322
"
8399,100,"188
"
720,100,"253
"
4304,100,"158
"
209,100,"6
"
2001,100,"272
"
5585,100,"343
"
7377,100,"82
"
9169,100,"461
"
3282,100,"355
"
5074,100,"178
"
6866,100,"6
"
2771,100,"348
"
4563,100,"448
"
8147,100,"315
"
468,100,"188:129
"
7636,100,"107
"
1749,100,"100
"
7125,100,"55
"
8917,100,"174
"
1238,100,"213
"
4822,100,"172
"
2519,100,"186
"
6103,100,"327
"
7895,100,"31
"
9687,100,"265
"
216,1805,"407:260:88:327
"
2008,100,"197
"
5592,414,"60
"
7384,100,"495
"
9176,100,"104
"
3289,630,"453
"
5081,100,"372
"
4570,100,"340
"
475,100,"32
"
4059,100,"40:404
"
5851,100,"228
"
7643,100,"343
"
9435,100,"25
"
1756,100,"333
"
5340,100,"453:347
"
7132,100,"360
"
8924,100,"263
"
4829,100,"6
"
8413,100,"44
"
734,100,"73
"
4318,100,"445
"
6110,100,"33
"
7902,100,"410
"
223,545,"197:91
"
2015,100,"405
"
5599,100,"157
"
7391,100,"184
"
1504,100,"330
"
3296,100,"151
"
5088,100,"346
"
6880,1029,"153:438:360:369:272
"
993,100,"162
"
4577,771,"441
"
8161,100,"343
"
9953,100,"197
"
482,100,"32
"
9442,414,"480
"
1763,100,"60
"
5347,100,"454
"
7139,100,"462
"
8931,100,"441
"
1252,100,"442
"
6628,100,"130
"
741,100,"172
"
6117,100,"474
"
9701,100,"197
"
230,5345,"308
"
2022,100,"197
"
5606,100,"115
"
7398,100,"17
"
9190,100,"334
"
5095,1723,"63:112
"
2792,100,"132
"
4584,100,"57
"
9960,466,"17
"
489,100,"211:298
"
4073,400,"360
"
9449,100,"378
"
1770,100,"348
"
3051,100,"315
"
4843,100,"88
"
6635,100,"448
"
8427,1260,"396:174
"
4332,100,"405
"
7916,1720,"138
"
237,100,"6
"
3821,100,"213
"
5613,100,"324
"
7405,100,"55
"
9197,100,"429
"
1518,100,"11
"
5102,100,"178
"
8686,100,"123
"
9967,100,"327
"
496,100,"223:471:234:66
"
4080,100,"80
"
9456,100,"213
"
1777,100,"325
"
8945,100,"60
"
3058,100,"114
"
755,100,"81
"
2547,100,"393
"
7923,100,"322
"
244,100,"82
"
2036,100,"327
"
3828,100,"468
"
5620,100,"329
"
1525,241,"360
"
3317,100,"88
"
8693,100,"272
"
1014,100,"132
"
4598,100,"125
"
6390,100,"138:339
"
8182,426,"448
"
9974,100,"11
"
503,100,"268
"
5879,100,"348
"
7671,100,"352
"
9463,100,"210
"
7160,284,"249
"
8952,100,"226
"
762,100,"216
"
2554,100,"307
"
9722,100,"98
"
251,100,"213
"
2043,100,"4
"
3835,100,"382
"
5627,100,"495
"
6908,264,"6:57
"
8700,100,"490
"
1021,100,"40
"
4605,100,"106
"
6397,100,"437
"
8189,100,"333
"
510,100,"49
"
2302,100,"14
"
1791,100,"105
"
3583,100,"337
"
7167,100,"136
"
8959,100,"159
"
4864,100,"372
"
6656,276,"77
"
8448,100,"98
"
2561,100,"17
"
4353,100,"88
"
6145,100,"243
"
258,100,"253
"
3842,100,"114
"
5634,121,"349
"
7426,244,"129
"
1539,100,"188
"
3331,100,"15
"
5123,100,"172
"
8707,1459,"162:163
"
1028,100,"283
"
2820,100,"410
"
6404,100,"33
"
517,831,"37
"
2309,915,"482
"
4101,100,"272
"
7685,100,"467
"
9477,100,"355
"
6,100,"175
"
1798,100,"6
"
8966,100,"402
"
1287,100,"434
"
4871,100,"11
"
8455,700,"461
"
2568,100,"355
"
4360,100,"87
"
6152,191,"404
"
9736,100,"457
"
265,100,"6
"
3849,100,"195
"
9225,100,"340
"
1546,100,"410
"
3338,100,"430
"
5130,100,"341
"
6922,100,"216
"
8714,100,"33
"
1035,100,"227
"
8203,100,"155
"
9995,100,"455
"
524,100,"25
"
4108,100,"358
"
5900,100,"34
"
13,423,"202
"
1805,100,"88
"
3597,100,"442
"
5389,100,"461
"
7181,100,"26
"
4878,2348,"348
"
783,100,"84
"
7951,100,"152
"
9743,100,"88
"
272,100,"216
"
2064,100,"322
"
3856,100,"88
"
5648,100,"52
"
7440,100,"404
"
3345,100,"190
"
5137,100,"75
"
8721,100,"272
"
2834,100,"60
"
4626,100,"178
"
8210,100,"159
"
531,640,"262
"
2323,500,"125
"
5907,100,"80
"
7699,100,"91
"
9491,100,"167
"
20,100,"52
"
1812,100,"6
"
3604,100,"396
"
5396,100,"96
"
7188,100,"157
"
8980,100,"495
"
1301,100,"30
"
3093,100,"215:230
"
4885,100,"251
"
6677,100,"325
"
8469,100,"167
"
790,100,"197
"
4374,110,"122
"
6166,100,"218
"
9750,288,"322
"
279,100,"114
"
3863,100,"88
"
5655,659,"84
"
9239,100,"358
"
1049,100,"6
"
4633,100,"121
"
8217,100,"17
"
538,691,"461
"
2330,100,"172
"
4122,1161,"268
"
5914,100,"216
"
27,100,"6
"
1819,100,"410
"
5403,221,"402
"
8987,100,"8
"
1308,100,"197
"
3100,100,"23
"
797,100,"88
"
2589,1929,"423:239
"
7965,100,"146:91
"
286,100,"57
"
7454,100,"441
"
1567,100,"115
"
5151,100,"217
"
8735,100,"272
"
2848,100,"91
"
6432,100,"151
"
8224,100,"60
"
545,100,"296
"
4129,100,"343
"
5921,100,"88
"
9505,100,"91
"
34,2050,"82
"
1826,100,"80
"
3618,100,"190
"
5410,100,"164
"
7202,100,"27
"
8994,100,"199
"
1315,1291,"348
"
3107,100,"172
"
4899,113,"348
"
6691,798,"254
"
804,100,"200
"
2596,100,"6
"
4388,621,"11:32:468
"
6180,100,"410
"
293,100,"364
"
2085,100,"372
"
3877,100,"275
"
1574,100,"345
"
3366,100,"182
"
5158,100,"163
"
6950,100,"272
"
8742,100,"50
"
1063,100,"348
"
4647,100,"404
"
6439,100,"368
"
8231,100,"6
"
552,1239,"101:55:168:90
"
5928,100,"318
"
9512,100,"17
"
41,100,"82
"
7209,100,"154
"
1322,100,"213
"
3114,100,"63:461
"
4906,100,"263
"
8490,100,"482
"
6187,100,"52
"
7979,100,"6
"
300,100,"301
"
1581,100,"152
"
3373,100,"183
"
6957,100,"38
"
8749,100,"416
"
1070,100,"40
"
4654,100,"168
"
559,100,"333
"
4143,100,"6
"
5935,100,"340
"
7727,100,"87
"
9519,100,"197
"
48,100,"272
"
1329,100,"25
"
3121,100,"480
"
4913,100,"33
"
8497,100,"348
"
818,100,"364
"
4402,100,"76
"
307,100,"178
"
2099,100,"280
"
7475,100,"369
"
9267,100,"182
"
1588,100,"23
"
8756,100,"340
"
566,100,"474
"
5942,100,"104
"
9526,100,"455
"
55,142,"407:183:69
"
1847,100,"249
"
7223,100,"349
"
3128,457,"368
"
4920,100,"178
"
2617,100,"115
"
9785,100,"59
"
314,100,"192:17
"
9274,925,"211
"
3387,100,"245
"
5179,317,"114
"
6971,100,"358
"
2876,100,"345
"
4668,100,"57
"
8252,100,"245
"
573,2330,"84:188
"
4157,100,"151
"
62,100,"15
"
3646,100,"132
"
5438,100,"6
"
7230,100,"151
"
9022,100,"230
"
3135,438,"114
"
6719,100,"230
"
8511,100,"278
"
832,100,"360
"
2624,100,"445
"
4416,216,"287
"
8000,100,"318
"
9792,100,"438
"
321,100,"82
"
3905,100,"482
"
5697,100,"362
"
9281,100,"490
"
1602,100,"349
"
3394,100,"323
"
2883,100,"60
"
4675,100,"217
"
8259,100,"256
"
580,100,"378
"
4164,100,"294
"
5956,100,"273
"
7748,100,"25
"
69,100,"352
"
5445,100,"86
"
9029,100,"72
"
3142,100,"459
"
4934,100,"6
"
839,100,"366
"
2631,100,"33
"
2120,100,"56
"
3912,100,"408
"
7496,100,"114
"
1609,100,"66
"
3401,100,"74
"
5193,100,"84
"
6985,100,"272
"
8777,100,"459
"
2890,100,"265
"
8266,100,"483
"
587,442,"378
"
2379,623,"17
"
5963,398,"40
"
7755,12223,"163:442:470:17:308:183:192:72
"
76,100,"115
"
1868,100,"29
"
3660,100,"254
"
7244,100,"126
"
1357,100,"348
"
3149,702,"253:366
"
6733,100,"459
"
8525,100,"73
"
846,100,"91
"
2638,100,"28
"
6222,1801,"197:190:346:91:6:348
"
335,100,"83
"
3919,100,"476
"
1616,100,"123
"
3408,100,"474
"
5200,100,"88
"
8784,100,"381
"
1105,100,"245
"
2897,100,"154
"
4689,100,"61
"
6481,100,"378
"
8273,100,"99
"
594,17330,"135:484:352
"
4178,100,"480
"
7762,100,"53
"
83,450,"56
"
1875,100,"301
"
5459,100,"424
"
9043,100,"268
"
1364,100,"6
"
3156,100,"56
"
4948,122,"230
"
6740,100,"75
"
853,260,"349
"
8021,100,"159
"
2134,610,"91
"
3926,100,"272
"
5718,100,"6
"
5207,100,"322
"
6999,100,"244
"
2904,100,"272
"
6488,100,"88
"
8280,100,"59
"
601,100,"461
"
2393,100,"59
"
4185,100,"214
"
5977,100,"307
"
7769,759,"348
"
90,100,"34
"
5466,100,"216
"
7258,100,"172
"
1371,100,"8
"
3163,100,"161
"
6747,100,"14
"
8539,285,"213
"
2652,100,"165
"
4444,100,"410
"
8028,100,"185
"
9820,100,"366
"
349,316,"159
"
2141,100,"327
"
3933,100,"50
"
5725,100,"400
"
7517,100,"272
"
9309,100,"287
"
1630,100,"410
"
1119,100,"124
"
2911,100,"448
"
4703,100,"34
"
608,638,"88
"
2400,100,"106
"
4192,100,"63
"
9568,100,"32
"
97,3280,"441
"
3681,100,"91
"
5473,100,"88
"
7265,100,"218
"
6754,100,"82
"
2659,100,"277
"
6243,100,"6
"
9827,100,"204
"
356,100,"404
"
2148,100,"228
"
5732,100,"457
"
9316,100,"461
"
1637,100,"354
"
3429,100,"170
"
1126,100,"14
"
4710,100,"84
"
615,100,"404:40:52:115
"
4199,100,"125
"
5991,100,"197
"
7783,100,"32
"
104,100,"88
"
3688,100,"322
"
5480,100,"121
"
7272,100,"172
"
3177,100,"216
"
874,100,"326
"
2666,100,"88
"
4458,100,"115
"
9834,100,"461
"
363,826,"262
"
3947,100,"17
"
5739,100,"470
"
7531,100,"490
"
9323,100,"355
"
3436,100,"340
"
7020,100,"6
"
1133,100,"430
"
8301,100,"172
"
622,220,"253
"
5998,100,"299
"
7790,100,"378
"
9582,100,"404
"
111,345,"216
"
1903,100,"198
"
3695,100,"338
"
5487,100,"272
"
7279,100,"474
"
9071,100,"57
"
3184,100,"360
"
6768,100,"50
"
2673,10569,"159:437:254:322
"
370,100,"158
"
2162,142,"348
"
9330,100,"229:40
"
1651,100,"368
"
3443,100,"243
"
5235,100,"245
"
8819,100,"230
"
6516,100,"445
"
8308,100,"416
"
629,239,"481
"
2421,100,"498
"
6005,100,"73
"
7797,100,"95
"
118,7962,"146:152:155:437:182:440:446:461:464:209:215:11:14:38:44:62:326:107:368:119:125:383:129:132:162:426:468:213:474:480:51:60:63:339:351:96:366:372:123:148:172:175:448:211:490:496:265:13:301:67:337:340:346:91:358:364:112
"
1910,356,"340
"
3702,100,"474
"
1399,100,"426
"
3191,100,"124
"
4983,748,"378
"
888,894,"322
"
4472,100,"388
"
6264,100,"323
"
8056,100,"40
"
377,100,"201
"
2169,100,"340
"
3961,100,"129
"
7545,100,"216
"
1658,100,"121
"
5242,100,"277
"
7034,100,"34
"
8826,100,"83
"
1147,100,"162
"
2939,1413,"262
"
4731,262,"75
"
6523,100,"63
"
8315,100,"245
"
636,268,"340
"
6012,100,"61
"
9596,100,"454
"
125,100,"424
"
1917,100,"349
"
3709,100,"429
"
5501,100,"360
"
9085,100,"100
"
1406,100,"442
"
3198,100,"349
"
4990,100,"293
"
895,100,"86
"
4479,100,"253
"
6271,100,"34
"
2688,100,"76
"
4480,100,"405:263
"
385,370,"402
"
3969,100,"85
"
1666,305,"40
"
7042,100,"212
"
8834,100,"84
"
4739,100,"159
"
6531,100,"159
"
644,100,"466
"
4228,100,"315
"
7812,840,"112
"
9604,12190,"346:91:348
"
133,100,"30
"
1925,100,"63
"
3717,100,"75
"
9093,284,"98
"
1414,100,"356
"
4998,100,"275
"
8582,100,"337
"
2695,100,"73
"
392,100,"441
"
2184,100,"6
"
3976,100,"358
"
5768,100,"195
"
7560,100,"78
"
9352,100,"115
"
1673,100,"33
"
5257,100,"91
"
8841,100,"272
"
6538,100,"358
"
2443,100,"378
"
4235,100,"52
"
6027,100,"245
"
140,100,"115
"
5516,100,"387
"
7308,100,"88
"
9100,100,"162
"
1421,100,"455
"
6797,100,"214
"
8589,100,"326
"
910,100,"34
"
6286,100,"446
"
399,100,"490
"
2191,100,"172
"
3983,157,"125:60
"
5775,320,"448
"
9359,100,"362
"
5264,100,"162
"
8848,100,"245
"
1169,100,"228
"
2961,145,"40
"
8337,100,"265
"
658,100,"398
"
4242,755,"330
"
6034,100,"378
"
7826,100,"287
"
147,100,"188
"
7315,150,"125
"
1428,100,"178
"
3220,100,"318
"
5012,100,"65
"
6804,100,"366
"
4501,811,"33
"
6293,100,"60
"
8085,100,"44
"
9877,100,"6
"
406,100,"476
"
2198,100,"213
"
3990,715,"245
"
7574,100,"91
"
1687,100,"284
"
5271,100,"343
"
7063,100,"30
"
8855,493,"6
"
2968,100,"124
"
4760,100,"114
"
6552,100,"275
"
8344,100,"368
"
665,100,"402
"
4249,100,"48
"
6041,100,"216
"
7833,100,"339
"
9625,100,"340
"
154,100,"460
"
1946,100,"330
"
5530,6959,"141:441:195:216:486:33:51:114:378:151:217:262:268:277:280:40:76:131:158:416:176:239:29:89
"
9114,100,"245
"
3227,100,"6
"
8603,100,"63
"
924,100,"461
"
2716,100,"162
"
4508,100,"230
"
6300,100,"133
"
9884,2041,"82
"
413,2336,"138:249
"
2205,100,"60
"
3997,100,"132
"
5789,100,"303
"
9373,100,"34
"
1694,100,"272
"
3486,100,"155
"
1183,100,"82
"
2975,100,"489
"
6559,100,"85
"
672,100,"268
"
4256,100,"172
"
6048,100,"34
"
7840,100,"325
"
161,100,"112
"
1953,100,"445
"
5537,100,"63
"
7329,100,"167
"
1442,100,"133
"
3234,100,"178
"
5026,100,"272
"
8610,100,"167
"
931,100,"188
"
2723,100,"88
"
8099,592,"348:125:190:91
"
420,509,"95
"
5796,100,"356
"
7588,100,"254
"
8869,100,"2
"
2982,900,"188:362
"
6055,100,"445
"
168,100,"32
"
3752,100,"250
"
7336,100,"62
"
3241,100,"445
"
6825,100,"100
"
8617,100,"401
"
2730,100,"245
"
8106,100,"294
"
9898,524,"262
"
427,100,"340
"
2219,100,"458
"
5803,469,"138
"
7595,100,"270
"
9387,100,"407
"
1708,100,"360
"
3500,100,"9
"
5292,100,"349
"
8876,100,"207
"
1197,100,"400
"
2989,100,"253
"
4781,100,"378
"
8365,100,"319
"
6062,100,"228
"
9646,100,"211
"
175,100,"474
"
3759,100,"480
"
5551,100,"159
"
7343,100,"214
"
1456,100,"34
"
3248,100,"100
"
5040,100,"188
"
6832,100,"415
"
8624,100,"378
"
2737,100,"290
"
4529,100,"114
"
6321,100,"115
"
9905,1937,"454
"
434,100,"495
"
5810,188,"360
"
7602,100,"360
"
9394,100,"30
"
5299,100,"6
"
8883,100,"214
"
1204,100,"132
"
2996,100,"484
"
4788,915,"163
"
6580,100,"332
"
8372,100,"378
"
2485,100,"372
"
4277,100,"6
"
6069,100,"114
"
7861,158,"284:100
"
9653,100,"38
"
182,567,"272
"
1974,100,"383
"
7350,100,"82
"
9142,100,"7
"
1463,100,"26
"
3255,176,"84
"
952,100,"55
"
4536,100,"322
"
441,100,"40
"
2233,100,"178
"
4025,100,"91
"
5817,100,"6
"
7609,100,"270
"
1722,100,"408
"
8890,100,"164
"
3003,100,"356
"
6587,100,"345
"
700,100,"368
"
2492,100,"82
"
4284,100,"159
"
6076,100,"26
"
7868,100,"360
"
9660,100,"8
"
189,100,"339
"
7357,100,"112
"
959,100,"65
"
2751,375,"249
"
4543,100,"278
"
6335,583,"461
"
9919,100,"147
"
448,100,"132
"
5824,100,"29
"
1729,100,"23
"
5313,100,"112
"
7105,100,"339
"
6594,100,"75
"
2499,100,"172
"
4291,100,"218
"
9667,100,"75
"
196,143,"7
"
1988,100,"132
"
3780,100,"1
"
5572,100,"143
"
3269,100,"34
"
8645,100,"143
"
966,100,"360
"
2758,100,"474
"
4550,100,"57
"
6342,100,"349
"
9926,100,"114
"
455,100,"213
"
4039,100,"82
"
5831,1126,"254
"
7623,100,"364
"
1736,100,"178
"
3528,100,"162
"
8904,100,"178
"
1225,100,"1
"
3017,378,"341
"
6601,100,"114
"
714,100,"338
"
4298,100,"82
"
6090,100,"91
"
203,252,"378
"
1995,100,"380
"
5579,100,"132
"
7371,100,"235
"
9163,100,"360
"
6860,1656,"429:192
"
2765,100,"274
"
6349,100,"60
"
9933,100,"66
"
462,100,"49
"
2254,100,"245
"
7630,100,"274
"
9422,100,"178
"
3535,100,"326
"
5327,100,"272
"
8911,1398,"52
"
3024,100,"35
"
4816,100,"17
"
4305,100,"480
"
9681,100,"327
"
210,524,"410:102
"
3794,100,"334
"
5586,100,"159
"
7378,100,"168
"
9170,100,"230
"
1491,100,"454
"
8659,100,"332
"
980,5380,"182
"
4564,100,"52
"
469,100,"65
"
2261,100,"135
"
4053,100,"45
"
5845,100,"82
"
9429,100,"31
"
5334,100,"114
"
7126,100,"277
"
8918,100,"69
"
3031,100,"340
"
8407,171,"52
"
728,100,"60
"
4312,663,"454
"
6104,100,"109
"
9688,100,"277
"
217,158,"345
"
2009,100,"360
"
3801,100,"6
"
7385,100,"360
"
9177,100,"263
"
1498,100,"17
"
3290,100,"481
"
5082,100,"115
"
987,100,"162
"
2779,100,"159
"
8155,650,"470
"
9947,100,"60
"
476,383,"192
"
2268,100,"315
"
5852,100,"6
"
7644,100,"40
"
1757,100,"44
"
5341,100,"245
"
7133,100,"214
"
8925,100,"437
"
4830,100,"95
"
6622,100,"402
"
735,356,"188:362
"
6111,100,"335:288
"
9695,100,"401
"
224,100,"6
"
2016,100,"91
"
3808,100,"52
"
7392,100,"481
"
3297,100,"21
"
8673,100,"272
"
2786,100,"263
"
483,100,"421
"
2275,100,"105
"
5859,100,"368
"
7651,100,"63
"
9443,1550,"163
"
1764,100,"461
"
3556,100,"154
"
1253,100,"164
"
3045,100,"44
"
4837,100,"130
"
6629,100,"165:167
"
8421,100,"308
"
742,100,"52
"
7910,100,"420
"
9702,376,"78:348:190:91:146:197
"
231,100,"315
"
9191,100,"358
"
3304,772,"378
"
6888,100,"245
"
2793,100,"445
"
4585,100,"330
"
490,100,"410
"
2282,100,"355
"
4074,100,"76
"
5866,100,"68
"
7658,100,"224
"
9450,100,"25
"
1771,293,"60
"
5355,1340,"6
"
1260,100,"245
"
3052,100,"17
"
4844,100,"61
"
6636,100,"104
"
8428,100,"349
"
749,100,"142
"
2541,100,"322
"
2030,100,"49
"
3822,100,"162
"
5614,100,"85
"
